COSING Ref No;INCI name;Function
56621;PROTEÍNA DE SEMENTE DE CÂNHAMO HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
85779;PROTEÍNA DE SEMENTE DE CÂNHAMO HIDROLISADA CLORETO DE HIDROXIPROPILTRIMÔNIO;FORMADOR DE FILME, CONDICIONAMENTO CAPILAR, CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
56622;EXTRATO HIDROLISADO DE HIBISCUS ESCULENTUS;CONDICIONAMENTO DA PELE
96473; EXTRATO DE CASCA DE HIBISCUS SYRIACUS HIDROLISADO;ANTIOXIDANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
82647;MEL HIDROLISADO;HUMECTANTE
82869;PROTEÍNA DE MEL HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
95914;EXTRATO DE AMÔNIO DE CAVALO HIDROLISADO;UMECTANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
98066; EXTRATO HIDROLISADO DE AMÊNION/PLACENTA/UMBILICAL DE CAVALO;UMECTANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
91891;EXTRATO DE GORDURA DE CAVALO HIDROLISADO;CONDICIONAMENTO CAPILAR, CONDICIONAMENTO PELE, CONDICIONAMENTO PELE - EMOLIENTE, PROTETOR PELE
89144;EXTRATO DE PLACENTA DE CAVALO HIDROLISADO;PROTEÇÃO DA PELE
95715; EXTRATO HIDROLISADO DE PLACENTA/UMBILICAL DE CAVALO;UMECTANTE, CONDICIONADOR DA PELE
98040;EXTRATO HIDROLISADO DE UMBILICAL DE CAVALO;UMECTANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
84623; EXTRATO DE CULTURA DE CÉLULAS ESTROMAIS ADIPOSAS HUMANAS HIDROLISADAS;NÃO RELATADO
34436;PROTEÍNA PLACENTÁRIA HUMANA HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
82209;ÁCIDO HIALURÔNICO HIDROLISADO;CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR DE PELE
91779; OCTENILSUCCINATO DE HIDROXIPROPILAMIDO HIDROLISADO;ANTIPLAQUE, ESTABILIZANTE DE EMULSÃO, CONDICIONADOR CAPILAR, FIXADOR CAPILAR, UMECTANTE, CONDICIONADOR DE PELE, SURFACTANTE - LIMPEZA, CONTROLADOR DE VISCOSIDADE
87318; EXTRATO OBLÍQUO INOCENTE HIDROLISADO;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
98763; EXTRATO DE CASCA DE JATROPHA MACRANTHA HIDROLISADO;CONDICIONAMENTO DA PELE - DIVERSOS
87319;EXTRATO DE MEDUSA HIDROLISADO;UMECTANTE, CONDICIONADOR DA PELE
56623;ÉSTERES DE JOJOBA HIDROLISADOS;FORMADOR DE FILME, CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
56624;PROTEÍNA DE JOJOBA HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
86814;EXTRATO DE SEMENTE DE JOJOBA HIDROLISADO;FORMAÇÃO DE FILME
34437;QUERATINA HIDROLISADA;ANTIESTÁTICO, FORMADOR DE FILME, CONDICIONADOR DE CABELO, HUMECTANTE, CONDICIONADOR DE PELE
85034;QUERATINA HIDROLISADA PG-PROPILMETILSILANODIOL;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
92284;QUERATINA HIDROLISADA PG-PROPIL SILANETRIOL;CONDICIONAMENTO CAPILAR
56625;QUERATINA HIDROLISADA PG-PROPILMETILSILANODIOL;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
56626; EXTRATO DE KLUYVEROMYCES HIDROLISADO;CONDICIONAMENTO DA PELE
89929; EXTRATO DE LEBRE MARINHA DE KURODA HIDROLISADO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
86810;LACA HIDROLISADA;CONDICIONAMENTO DA PELE - EMOLIENTE
56627;LACTALBUMINA HIDROLISADA;CONDICIONAMENTO DA PELE
98332;LACTOBACILOS HIDROLISADOS;CONDICIONAMENTO CAPILAR
98393;FERMENTO DE LACTOBACILOS HIDROLISADO;ANTIOXIDANTE
96283; EXTRATO DE FERMENTO DE LACTOBACILLUS/STREPTOCOCCUS THERMOPHILUS/COLOSTRO HIDROLISADO;UMECTANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
87126; SUCO DE FRUTA HIDROLISADO DE LAGENARIA SICERARIA;CONDICIONAMENTO DA PELE
96720; EXTRATO HIDROLISADO DE LAMINARIA JAPONICA;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
95224;EXTRATO DE LECITINA HIDROLISADA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE, PROTEÇÃO DA PELE
96829; EXTRATO DE FRUTA DE LIMÃO HIDROLISADO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
82289;RAIZ DE LEPIDIUM MEYENII HIDROLISADA;CONDICIONAMENTO DA PELE
91880; EXTRATO DE RAIZ DE LEPIDIUM MEYENII HIDROLISADO;CONDICIONAMENTO DA PELE
87105;LATIFOLIUM DE LIMÔNIO HIDROLISADO;PROTEÇÃO DA PELE
90988;POLISSACARÍDEOS DE LINDERA AGGREGATA HIDROLISADOS;PROTEÇÃO DA PELE
56557;EXTRATO DE LINHAÇA HIDROLISADO;CONDICIONAMENTO DA PELE
90694;SEMENTE DE LINHAÇA HIDROLISADA;FORMADOR DE FILME, CONDICIONADOR DE CABELO, UMECTANTE, CONDICIONADOR DE PELE, PROTETOR DE PELE
87320; EXTRATO DE FRUTA DE LITCHI CHINENSIS HIDROLISADO;CONDICIONAMENTO DA PELE
82359;EXTRATO DE LOLA IMPLEXA HIDROLISADO;PROTEÇÃO DA PELE
76563;PROTEÍNA DE LUPINO HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
82210;PROTEÍNA DE LUPINO HIDROLISADA OCTENILSUCCINATO;PROTEÇÃO DA PELE
85757;EXTRATO DE SEMENTE DE TREMOÇO HIDROLISADO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
82332;EXTRATO DE FLOR DE LUPINUS ALBUS HIDROLISADO;PROTEÇÃO DA PELE
87109; LICEU BARBEIRO HIDROLISADO APROVEITE;CONDICIONAMENTO DA PELE
84184; EXTRATO HIDROLISADO DE FRUTA DE BARBEIRO DE LÍCIO;ANTIOXIDANTE, PROTETOR DA PELE
93376; EXTRATO DE FRUTA LYCOPERSICON ESCULENTUM HIDROLISADO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
92225; EXTRATO DE CASCA DE MAGNÓLIA OBOVATA HIDROLISADO;CONDICIONAMENTO DA PELE
56558;EXTRATO DE FOLHA DE MALVA HIDROLISADO;FORMADOR DE FILME, PROTETOR DA PELE
97026; EXTRATO DE FRUTA MALPIGHIA GLABRA HIDROLISADO;AROMATIZANTE, UMECTANTE
56559;EXTRATO DE MALTE HIDROLISADO;CONDICIONAMENTO DA PELE
56560;EXTRATO DE SUCO DE MANGIFERA INDICA HIDROLISADO;CONDICIONAMENTO DA PELE
56561;FRUTA DE MANGA HIDROLISADA;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
82492;EXTRATO DE SUCO DE MANGA HIDROLISADO;CONDICIONAMENTO DA PELE
89077;EXTRATO DE TUBÉRCULO DE MANIHOT ESCULENTA HIDROLISADO;CONDICIONAMENTO DA PELE
34439;PROTEÍNA DE ÁCIDO SÍCAMORO HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
90043;FRUTA MELÃO HIDROLISADA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
90218;EXTRATO DE AGAVES METSCHNIKOWIA HIDROLISADO;PROTEÇÃO DA PELE
96581;EXTRATO HIDROLISADO DE METSCHNIKOWIA REUKAUFII;PROTEÇÃO DA PELE
98142;EXTRATO HIDROLISADO DE METSCHNIKOWIA SHANXIENSIS;PROTEÇÃO DA PELE
92945;LEITE HIDROLISADO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
56562;PROTEÍNA DO LEITE HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
34441;MILHÃO HIDROLISADO;CONDICIONAMENTO DA PELE
87321;EXTRATO DE SEMENTE DE MILHO HIDROLISADO;PROTEÇÃO DA PELE
56563;LEITE HIDROLISADO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
86660;EXTRATO DE LEITE HIDROLISADO;CONDICIONAMENTO DA PELE
56564; FILTRADO DE FERMENTO DE MONASCUS/ARROZ HIDROLISADO;CONDICIONAMENTO DA PELE
85910; EXTRATO DE SEMENTE DE MORINGA OLEIFERA HIDROLISADO;CONDICIONAMENTO DA PELE
94119; EXTRATO DE FOLHA DE MORUS ALBA HIDROLISADO;HUMECTANTE
97257;EXTRATO DE MADREPÉROLA HIDROLISADO;ANTIOXIDANTE, ANTIPLAQUE, DESCOLORANTE, CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR DE PELE
56565;FRUTA DE AMOREIRA HIDROLISADA;ADSTRINGENTE, PROTETOR DA PELE
98845; FILTRADO DE LISADO DE CULTURA DE CALOS DE MYRICA GALE HIDROLISADO;ANTIOXIDANTE, CONDICIONADOR DA PELE - HUMECTANTE
83377; EXTRATO DE FOLHA DE MYRTUS COMMUNIS HIDROLISADO;PROTEÇÃO DA PELE
56566; MYTILUS EDULIS BYSSUS HIDROLISADO;CONDICIONAMENTO DA PELE
56567; EXTRATO DE FOLHA DE URTIGA HIDROLISADA;CONDICIONADOR CAPILAR, HUMECTANTE
95364;EXTRATO HIDROLISADO DE NYMPHAEA TETRAGONA;ANTIOXIDANTE, BRANQUEADOR, CONDICIONADOR DA PELE
34442;FARINHA DE AVEIA HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
76567;PROTEÍNA DE AVEIA HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
76568;AVEIA HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
85309; FRUTA AZEITONA HIDROLISADA;ANTIOXIDANTE, CONDICIONADOR DA PELE - EMOLIENTE, PROTETOR DA PELE, ABSORVENTE DE UV
83112;EXTRATO DE AZEITONA HIDROLISADO;ANTIOXIDANTE
56568;EXTRATO DE FOLHA DE OLIVEIRA HIDROLISADO;CONDICIONAMENTO DA PELE
86361; EXTRATO DE RAIZ DE OPLOPANAX ELATUS HIDROLISADO;CONDICIONAMENTO DA PELE
56569; EXTRATO DE FLOR DE OPUNTIA FICUS-INDICA HIDROLISADO;ABRASIVO, PROTETOR DA PELE
96530; EXTRATO DE FOLHA DE OPUNTIA HUMIFUSA HIDROLISADO;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
83022;ORIZANOL HIDROLISADO;CONDICIONAMENTO DA PELE
87084;QUERATINA OXIDADA HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
56570;EXTRATO DE OSTRAS HIDROLISADO;CONDICIONAMENTO DA PELE
56571;GLICOPROTEÍNA DE OSTRA HIDROLISADA;UMECTANTE, CONDICIONADOR DA PELE
85628;EXTRATO DE CASCA DE OSTRAS HIDROLISADO;CONDICIONAMENTO DA PELE
91174;SOFOROLIPIDOS DE PALMA HIDROLISADOS;CONDICIONADOR DA PELE, PROTETOR DA PELE, SURFACTANTE - LIMPEZA
94234;CÉLULA DE MERISTEMA DE PANAX GINSENG HIDROLISADA;ANTIOXIDANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
94329; EXTRATO DE CÉLULAS DE MERISTEMA DE PANAX GINSENG HIDROLISADO;ANTIOXIDANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
95753; EXTRATO DE RAIZ DE PANAX GINSENG HIDROLISADO;ANTIOXIDANTE
56572;FRUTA DE MAMÃO HIDROLISADA;CONDICIONAMENTO DA PELE
56573; FRUTA DE PASSIFLORA ALATA HIDROLISADA;ADSTRINGENTE, PROTETOR DA PELE
97225; EXTRATO DE SUCO DE FRUTA PASSIFLORA EDULIS HIDROLISADO;UMECTANTE, CONDICIONADOR DA PELE
34445;ERVILHA HIDROLISADA;CONDICIONAMENTO DA PELE
96988;EXTRATO DE ERVILHA HIDROLISADO;UMECTANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
76570;PROTEÍNA DE ERVILHA HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE, CONDICIONADOR PELE - EMOLIENTE
91657;PROTEÍNA DE ERVILHA HIDROLISADA PG-PROPIL SILANETRIOL;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
34447;PÉROLA HIDROLISADA;CONDICIONAMENTO DA PELE
83017;PECTINA HIDROLISADA;CONDICIONAMENTO DA PELE
87322; EXTRATO DE FRUTA DE PIMENTA HIDROLISADO;PROTEÇÃO DA PELE
91877;EXTRATO DE CALO DE PERILLA OCYMOIDES HIDROLISADO;CONDICIONAMENTO CAPILAR, CONDICIONAMENTO PELE, CONDICIONAMENTO PELE - EMOLIENTE
97626;EXTRATO HIDROLISADO DE PHAEODACTYLUM TRICORNUTUM;CONDICIONAMENTO DA PELE
98330; EXTRATO DE SEMENTE DE PHASEOLUS RADIATUS HIDROLISADO;UMECTANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
89944;FOSFOLIPÍDEOS HIDROLISADOS;CONDICIONAMENTO DA PELE
93842;PHYLLOSTACHYS BAMBUSOIDES HIDROLISADO;UMECTANTE, CONDICIONADOR DA PELE
91879; FILTRADO DE FERMENTO DE FRUTA DE PHYLLOSTACHYS HETEROCYCLA HIDROLISADO/CARVÃO VEGETAL/PAPAÍNA/BOYSENBERRY;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
98042; EXTRATO DE AMÔNIO DE PORCO HIDROLISADO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
98101;EXTRATO DE ARTÉRIA DE PORCO HIDROLISADO;CONDICIONAMENTO DE CABELO, CONDICIONAMENTO DE UNHAS, CONDICIONAMENTO DE PELE
98523; EXTRATO DE FÊMUR DE PORCO HIDROLISADO;ANTI-SEBO, CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR DE UNHAS, CONDICIONADOR DE PELE
98524; EXTRATO DE INTESTINO DE PORCO HIDROLISADO;ANTI-SEBO, CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR DE UNHAS, CONDICIONADOR DE PELE
98525; EXTRATO DE FÍGADO DE PORCO HIDROLISADO;ANTI-SEBO, CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR DE UNHAS, CONDICIONADOR DE PELE
97299; EXTRATO DE PLACENTA DE PORCO HIDROLISADO;ANTIOXIDANTE
98526; EXTRATO DE PELE DE PORCO HIDROLISADO;ANTI-SEBO, CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR DE UNHAS, CONDICIONADOR DE PELE
98522; EXTRATO DE TRAQUEIA DE PORCO HIDROLISADO;LIGAÇÃO, VOLUME, DISPERSÃO NÃO-SURFACTANTE, FRAGRÂNCIA, PERFUMARIA
87323;EXTRATO DE FOLHA DE PINUS DENSIFLORA HIDROLISADO;CONDICIONAMENTO DA PELE
96941;EXTRATO DE SEMENTE DE PINUS SIBIRICA HIDROLISADO;CONDICIONAMENTO DA PELE
56574;EXTRATO PLACENTÁRIO HIDROLISADO;CONDICIONAMENTO DA PELE
76572;PROTEÍNA PLACENTÁRIA HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
56575;EXTRATO HIDROLISADO DE PLATANUS OCCIDENTALIS;CONDICIONAMENTO DA PELE
88253; EXTRATO DE FRUTO PLATYCARYA STROBILACEA HIDROLISADO;CONDICIONAMENTO DA PELE
88864; EXTRATO DE MICELIUM DE PLEUROTUS NEBRODENSIS HIDROLISADO;ANTIOXIDANTE, PROTETOR DA PELE
96724; EXTRATO DE CORPO DE FRUTIFICAÇÃO DE PLEUROTUS OSTREATUS HIDROLISADO;CONDICIONAMENTO DA PELE
93462; EXTRATO DE SEMENTE DE PLUKENETIA VOLUBILIS HIDROLISADO; ESTABILIZADOR DE EMULSÃO, FORMADOR DE FILME, CONDICIONADOR DA PELE
91982; EXTRATO DE RAIZ DE POLYGONUM MULTIFLORUM HIDROLISADO;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
89408; EXTRATO DE BROTOS/SEMENTES DE POLYGONUM TATARICUM HIDROLISADO;CONDICIONAMENTO DA PELE
85233;PORPHYRA YEZOENSIS HIDROLISADO;CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR DE PELE
76573;PROTEÍNA DE BATATA HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
86852;EXTRATO DE TUBÉRCULO DE BATATA HIDROLISADO;EMULSÃO ESTABILIZANTE, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
56576;PROANTOCIANIDINA HIDROLISADA;ANTIOXIDANTE, HUMECTANTE, CONDICIONADOR DA PELE - EMOLIENTE
56577;COPOLÍMERO DE MDI/BOLO DE SEMENTES DE AMEIXA HIDROLISADO;PROTEÇÃO DA PELE
56578;EXTRATO HIDROLISADO DE PRUNELLA VULGARIS;PROTEÇÃO DA PELE
34450;PRUNUS DOMESTICA HIDROLISADO;CONDICIONAMENTO DA PELE
98197; EXTRATO DE FRUTA HIDROLISADO DE PRUNUS DOMESTICA;ANTIMICROBIANO, ANTIOXIDANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
87173;EXTRATO HIDROLISADO DE PSORALEA CORYLIFOLIA;CONDICIONAMENTO DA PELE
92858;BOLO DE SEMENTE DE ABÓBORA HIDROLISADO;PROTEÇÃO DA PELE
90450;EXTRATO DE SEMENTE DE ABÓBORA HIDROLISADO;CONDICIONAMENTO DA PELE
97224; EXTRATO DE FRUTA DE PUNICA GRANATUM HIDROLISADO;ANTIOXIDANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
96085;EXTRATO DE MESOCARPO DE PUNICA GRANATUM HIDROLISADO;UMECTANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
91273; EXTRATO DE PECTINA DE PYRUS MALUS HIDROLISADO;CONDICIONAMENTO DA PELE
98635; EXTRATO HIDROLISADO DE ABELHA RAINHA;HUMECTANTE, CONDICIONADOR DA PELE - HUMECTANTE
34451;QUINOA HIDROLISADA;CONDICIONAMENTO DA PELE
56579;FRUTA FRAMBOESA HIDROLISADA;CONDICIONAMENTO DA PELE
84206; GLÓBULOS VERMELHOS HIDROLISADOS;CONDICIONAMENTO DA PELE
76576;RETICULINA HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
56580; EXTRATO DE RAIZ DE RHEUM OFFICINALE HIDROLISADO;PROTEÇÃO DA PELE
85638;GOMA RIZÓBICA HIDROLISADA;FORMAÇÃO DE FILME
92521;EXTRATO DE RODOFÍCEA HIDROLISADO;NÃO RELATADO
56582; EXTRATO DE FARELO DE ARROZ HIDROLISADO;CONDICIONAMENTO DA PELE
76577;PROTEÍNA DE FARELO DE ARROZ HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
56583;EXTRATO DE ARROZ HIDROLISADO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
90391;BORRAS DE FERMENTO DE ARROZ HIDROLISADAS;CONDICIONAMENTO DA PELE
83086; EXTRATO DE FOLHA DE ARROZ HIDROLISADO;ANTIOXIDANTE, CONDICIONADOR DA PELE
76578;PROTEÍNA DE ARROZ HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
76579;RNA HIDROLISADO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
76580;ROE HIDROLISADO;CONDICIONAMENTO DA PELE
96127;EXTRATO DE OVAS HIDROLISADAS;UMECTANTE, CONDICIONADOR DA PELE
95754;EXTRATO DE FLOR DE ROSA DAMASCENA HIDROLISADO;ANTIOXIDANTE
83085;EXTRATO DE GELÉIA REAL HIDROLISADA;CONDICIONAMENTO DA PELE
56584;PROTEÍNA DE GELÉIA REAL HIDROLISADA;CONDICIONAMENTO DA PELE
90469; EXTRATO DE RAIZ DE RUMEX CRISPUS HIDROLISADO;ANTIMICROBIANO
56585;EXTRATO DE FITOLACENTA DE CENTEIO HIDROLISADO;CONDICIONAMENTO DA PELE
96831;EXTRATO DE SACCHAROMYCES HIDROLISADO;NÃO RELATADO
88132;EXTRATO DE SACCHAROMYCES HIDROLISADO OCTENILSUCCINATO;PROTEÇÃO DA PELE
83137;FERMENTO HIDROLISADO DE SACCHAROMYCES/LACTOBACILLUS/UBIQUINONA;REDUÇÃO, CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
85736; EXTRATO DE FERMENTO DE SACCHAROMYCES/SELENATO DE SÓDIO HIDROLISADO;ANTISEBORREICO, ANTIOXIDANTE, HUMECTANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
89280;EXTRATO DE FLOR DE CÁRTAMO HIDROLISADO;CONDICIONAMENTO DA PELE
92899;EXTRATO DE OVÁRIO DE SALMÃO HIDROLISADO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
87199; EXTRATO DE MEMBRANA DE OVÁRIO DE SALMÃO HIDROLISADO;CONDICIONAMENTO DA PELE
98681;EXTRATO DE PELE DE SALMÃO HIDROLISADO;CONDICIONADOR DA PELE - HUMECTANTE, PROTETOR DA PELE
56586;EXTRATO DE SASA VEITCHII HIDROLISADO;ANTIMICROBIANO, DESODORANTE
98727; EXTRATO DE CALO DE SCABIOSA ARVENSIS HIDROLISADO;ANTIOXIDANTE
91441;PROTEÍNA SCHIZOSACHAROMYCES HIDROLISADA;CONDICIONAMENTO DA PELE
83186;GOMA DE ESCLERÓCIO HIDROLISADA;FORMADOR DE FILME, UMECTANTE, PROTETOR DA PELE
96098;EXTRATO DE PEPINO DO MAR HIDROLISADO;PROTEÇÃO DA PELE
94795;PROTEÍNA DE PEPINO DO MAR HIDROLISADA;ANTIOXIDANTE
56587;SERICINA HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
76581;PROTEÍNA SÉRICA HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
56588;EXTRATO DE GERGELIM HIDROLISADO;CONDICIONAMENTO DA PELE
56589;PROTEÍNA DE GERGELIM HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
56590;PROTEÍNA DE GERGELIM HIDROLISADA PG-PROPILMETILSILANODIOL;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
87324;EXTRATO DE SEMENTE DE GERGELIM HIDROLISADO;CONDICIONAMENTO DA PELE
56591; EXTRATO DE SEMENTE DE KARITÉ HIDROLISADO;CONDICIONAMENTO DA PELE
34459;SEDA HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR PELE
84221; EXTRATO DE GLÂNDULA DE SEDA HIDROLISADO;HUMECTANTE
84222;PÓ DE GLÂNDULA DE SEDA HIDROLISADO;HUMECTANTE
56592; SEDA HIDROLISADA PG-PROPIL METILSILANODIOL;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
56593;POLÍMERO CROSSPOLYMER DE PG-PROPILMETILSILANODIOL DE SEDA HIDROLISADO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
56594;BOLO DE SEMENTES DE SISYMBRIUM IRIO HIDROLISADO;PROTEÇÃO DA PELE
90917; EXTRATO DE CORPO DE CARACOL HIDROLISADO;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
90139;SULFATO DE CONDROITINA DE SÓDIO HIDROLISADO;CONDICIONAMENTO DA PELE
89079;DNA DE SÓDIO HIDROLISADO;CONDICIONAMENTO DA PELE
87175;HIALURONATO DE SÓDIO HIDROLISADO;CONDICIONAMENTO DA PELE
85609; EXTRATO DE FRUTA DE SOPHORA JAPONICA HIDROLISADO;ANTIOXIDANTE
34460;SOJA HIDROLISADA;CONDICIONAMENTO DA PELE
56595;EXTRATO DE SOJA HIDROLISADO;ANTIOXIDANTE, FORMADOR DE FILME, PROTETOR DA PELE, CONTROLADOR DE VISCOSIDADE
56596;FARINHA DE SOJA HIDROLISADA;CONDICIONAMENTO DA PELE
76584;PROTEÍNA DE SOJA HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR PELE
82874;EXTRATO DE PROTEÍNA DE SOJA HIDROLISADA;CONDICIONAMENTO DA PELE
56597;PROTEÍNA DE SOJA HIDROLISADA PG-PROPILMETILSILANODIOL;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
56598;PROTEÍNA DE SOJA HIDROLISADA/DIMETICONA PEG-7 ACETATO;CONDICIONAMENTO CAPILAR
56599;PROTEÍNA DE SOJA HIDROLISADA/AMINOÁCIDOS VEGETAIS/CLORETO DE LISINA HIDROXIPROPILTRIMÔNIO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
97687;FERMENTO DE POLPA DE SOJA HIDROLISADA;UMECTANTE, CONDICIONADOR DA PELE
34463;AMIDO DE SOJA HIDROLISADO;CONDICIONAMENTO DA PELE
98087; EXTRATO DE RAIZ ADVENCIOSA DE SOJA HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
91878;EXTRATO DE CALO DE SOJA HIDROLISADO;BLEACHING, CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
82280;EXTRATO DE SOJA HIDROLISADO;CONDICIONAMENTO DA PELE
88237;FIBRA DE SOJA HIDROLISADA;PROTEÇÃO DA PELE
91869;PALMITATO DE SOJA HIDROLISADO;CONDICIONAMENTO DA PELE
89195;SEMENTE DE SOJA HIDROLISADA;CONDICIONAMENTO DA PELE
56600;COPOLÍMERO DE MDI/BOLO DE SEMENTE DE SOJA HIDROLISADO;PROTEÇÃO DA PELE
56601;PROTEÍNA DE LEITE DE SOJA HIDROLISADA;CONDICIONAMENTO DA PELE
93994;TEIA DE ARANHA HIDROLISADA;CONDICIONAMENTO DA PELE
76586;PROTEÍNA ESPINHAL HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
56602;ESPONJA HIDROLISADA;CONDICIONAMENTO DA PELE
87446;EXTRATO DE ESPONJA HIDROLISADA;FORMADOR DE FILME, CONDICIONADOR DA PELE
88998;ESPONJA HIDROLISADA;CONDICIONAMENTO DA PELE
86952;AMIDO HIDROLISADO;UMECTANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
56603;EXTRATO DE ESTRELA DO MAR HIDROLISADO;CONDICIONAMENTO DA PELE
56682;FRUTA MORANGO HIDROLISADA;ADSTRINGENTE, PROTETOR DA PELE
